Time from Start to Finish (seconds),Approximate Age,Approximate Empolyees,Approximate Wage,Approximate Spending,Coding Years,TPU Times,ML Years
917,27,,0,,1,0,1
278,23,,0,,1,0,1
944,32,5000,22500,50,4,0,5
459,32,25,17500,500,2,0,1
859,27,25,500,500,2,0,2
271,20,,0,,2,0,1
5024,32,500,3500,50,4,0,5
523,37,500,65000,50,1,0,1
690,37,500,35000,50,4,0,3
1566,32,5000,75000,50000,2,0,2
747,42,125,17500,0,2,25,2
302,65,5000,45000,0,15,0,2
708,37,125,17500,50,7.5,0,12
787,37,125,55000,5000,15,0,12
681,23,500,500,500,2,0,2
702,23,10000,4500,0,4,0,3
580,32,500,35000,50000,7.5,0,4
652,27,,0,,1,1,1
413,42,125,400000,100000,20,0,10
443,23,10000,17500,0,1,0,1
57757,37,25,2500,50,4,1,2
439,32,25,12500,0,4,0,4
9353,32,125,17500,5000,4,0,5
787,27,25,27500,0,1,3,1
1606,27,500,95000,0,1,0,1
597,20,500,22500,0,1,0,1
3755,32,5000,55000,50,2,0,2
857,23,10000,45000,0,4,0,1
720,47,500,45000,100000,15,0,2
307,20,,0,,1,0,1
3252,42,10000,17500,50000,20,0,20
817,32,10000,17500,50000,2,0,2
332,32,500,75000,5000,15,1,10
427,32,5000,55000,5000,7.5,0,3
875,27,25,1500,50,1,0,1
794,52,25,55000,5000,20,0,2
425,23,,0,,2,0,2
637,47,25,55000,0,1,0,1
804,37,10000,85000,0,15,0,2
483,27,25,17500,50,2,0,2
2069,32,125,65000,50000,7.5,0,1
5273,47,125,45000,5000,7.5,1,3
5161,57,125,17500,500,0,,
727,32,125,85000,500,7.5,0,10
992,23,25,22500,50,4,1,3
1227,47,5000,65000,5000,4,0,3
411,23,,0,,1,0,1
1074,42,5000,65000,5000,20,12,12
270,27,25,500,500,0,,
796,27,5000,3500,500,1,0,1
57500,27,25,45000,5000,4,12,4
744,32,25,1500,50,4,0,2
889,52,25,45000,500,4,0,3
479,27,25,1500,0,2,0,2
411,27,,0,,1,0,1
4325,42,125,17500,5000,2,0,4
2092,52,500,55000,0,15,0,5
329,23,,0,,4,1,1
264,27,,0,,2,0,2
1293,27,25,12500,50,4,3,3
617,27,125,6250,0,4,12,5
1084,37,500,17500,500,15,0,1
1053,27,125,8250,5000,2,0,2
1357,23,10000,27500,0,2,0,2
669,65,25,55000,50000,15,0,3
1160,37,25,55000,5000,2,0,3
18835,27,,0,,4,0,1
474,27,,0,,2,3,2
486,32,500,45000,500,7.5,0,10
462,20,25,500,0,1,1,1
594,37,125,175000,0,15,0,10
732,52,25,225000,50000,7.5,1,3
409,37,,0,,4,0,5
772,37,10000,133000,100000,4,0,4
864,23,10000,17500,500,2,0,3
2885,52,10000,85000,5000,4,0,4
907,27,,0,,2,0,2
547,20,,0,,2,0,1
861,27,25,2500,500,1,0,1
1143,32,125,45000,100000,2,0,1
771,27,125,1500,0,1,0,1
1371,42,500,22500,500,0,,
448,27,500,133000,5000,2,0,3
788,20,,0,,2,0,2
797,42,125,112500,5000,7.5,0,10
9115,42,5000,112500,5000,15,3,1
369,20,,0,,2,3,2
603,23,25,1500,500,1,0,1
1091,32,25,27500,500,4,0,1
264,23,,0,,1,0,3
342,20,,0,,1,0,1
585,32,500,17500,50000,4,0,1
314,23,25,3500,0,2,0,2
1001,27,25,1500,0,1,1,1
302,23,,0,,1,0,1
570,23,125,17500,0,4,0,2
467,47,10000,112500,100000,20,25,20
1246,27,5000,2500,0,2,0,2
9911,20,,0,,4,0,2
927,42,5000,112500,50000,2,0,1
1254,37,25,35000,500,4,1,5
855,27,500,45000,50,2,0,1
842,42,500,65000,5000,15,12,10
480,32,25,12500,500,4,0,1
2317,37,500,75000,50,1,0,1
611,32,5000,1500,50,1,0,1
342,20,,0,,1,3,1
360,27,125,45000,0,2,0,2
735,32,25,65000,50,7.5,0,4
579,27,,0,,2,0,2
473,32,10000,45000,5000,15,0,10
3762,37,5000,27500,100000,7.5,0,2
992,47,25,35000,5000,4,0,4
463,32,5000,12500,5000,7.5,0,3
417,37,25,2500,500,15,0,12
549,27,25,17500,5000,2,3,4
315,23,,0,,2,0,3
507,20,,0,,2,0,1
1047,23,25,500,50,4,0,1
383,52,10000,55000,0,15,0,1
16282,27,,0,,1,0,1
658,52,5000,55000,5000,2,3,2
937,27,500,12500,500,7.5,3,2
365,27,125,35000,5000,7.5,0,5
396,42,500,65000,0,15,0,10
262,23,,0,,0,,
538,23,,0,,1,0,1
1269,37,,0,,2,0,2
514,23,5000,8250,0,4,3,4
750,42,125,133000,500,7.5,0,3
485,52,25,75000,5000,20,0,2
541,27,125,500,50,1,0,1
1167,42,,0,,2,0,2
689,23,5000,17500,100000,1,0,1
258,27,,0,,4,0,2
1017,27,10000,112500,500,7.5,3,2
457,27,10000,45000,5000,4,0,4
511,52,5000,133000,100000,20,0,20
1453,37,10000,133000,100000,7.5,0,3
349,37,5000,95000,0,7.5,0,5
1176,57,25,45000,50000,20,0,2
293,20,,0,,2,1,1
505,37,125,55000,500,2,0,1
348,23,25,500,0,4,0,1
263,52,500,35000,0,15,0,2
1160,47,5000,45000,50000,1,0,2
760,27,5000,27500,5000,2,0,2
533,32,25,8250,0,7.5,0,10
1090,32,25,27500,500,4,0,2
1176,27,,0,,4,0,4
687,42,500,22500,500,4,0,4
1421,23,25,12500,50,4,0,3
548,27,125,500,0,1,0,1
413,32,25,45000,0,15,0,12
53642,42,125,2500,5000,2,0,2
274,27,125,17500,0,2,0,1
54451,20,,0,,2,0,2
780,37,5000,22500,5000,15,0,1
411,27,500,17500,0,4,0,1
420,32,500,17500,5000,15,0,2
379,27,25,45000,5000,0,,
1010,32,10000,65000,500,7.5,0,5
451,27,,0,,0,,
659,42,500,4500,0,4,0,12
486,37,500,45000,500,2,0,2
349,23,,0,,1,0,1
521,32,,0,,7.5,3,4
602,23,5000,55000,50000,4,0,3
9188,32,,0,,2,3,3
670,23,10000,12500,0,2,0,1
621,20,,0,,1,1,1
721,23,125,1500,5000,2,0,1
1073,27,,0,,1,0,1
348,32,,0,,1,0,1
444,42,125,175000,5000,7.5,1,5
590,37,125,85000,50000,15,0,12
635,37,25,35000,0,2,0,1
508,57,500,27500,0,4,0,2
614,27,500,4500,500,4,12,5
1566,37,25,112500,5000,4,3,12
501,37,125,175000,5000,7.5,3,10
1213,37,25,112500,5000,20,0,4
1457,37,10000,55000,100000,2,0,2
517,65,5000,65000,50000,2,0,3
438,27,5000,45000,0,4,0,5
452,23,,0,,2,0,1
451,32,5000,75000,50000,7.5,1,5
608,32,500,95000,100000,7.5,25,5
1221,65,125,6250,500,15,3,10
962,37,10000,275000,50000,15,0,12
670,37,25,27500,5000,7.5,0,5
510,23,,0,,1,0,1
360,27,,0,,1,0,1
467,37,125,35000,50000,15,3,12
53277,47,10000,133000,100000,7.5,0,5
812,27,5000,22500,50,2,0,1
480,42,25,35000,50000,7.5,0,3
1234,52,25,35000,5000,20,0,20
1089,37,500,17500,0,2,0,1
470,57,125,75000,50000,2,0,2
1581,27,25,35000,500,4,0,4
2150,27,125,500,50,2,0,2
2998,42,5000,35000,5000,7.5,3,5
448,52,5000,133000,50,7.5,0,10
513,27,25,8250,0,4,0,5
976,27,25,45000,0,7.5,0,5
833,32,125,1500,500,4,1,4
45703,32,10000,35000,0,7.5,0,10
521,23,125,22500,50,4,0,4
451,42,25,55000,5000,15,1,3
393,20,,0,,1,0,1
56769,20,,0,,1,0,2
554,52,5000,85000,5000,15,0,2
554,37,5000,175000,100000,15,0,12
660,42,5000,35000,0,4,0,4
620,32,10000,35000,500,7.5,3,5
1819,42,10000,4500,5000,4,0,4
507,47,5000,225000,100000,4,25,3
509,42,25,95000,50000,15,0,10
34975,20,,0,,4,12,2
736,32,25,65000,5000,7.5,0,5
5600,23,25,8250,0,2,3,2
695,23,10000,2500,500,1,1,1
340,23,,0,,2,1,1
2744,27,,0,,2,0,2
47773,32,,0,,1,0,1
356,47,125,55000,50,2,0,1
2025,32,25,35000,500,1,3,1
468,27,,0,,1,1,1
627,27,5000,12500,50,2,0,3
1976,32,500,2500,0,2,0,2
1171,32,25,1500,500,4,1,3
411,27,,0,,1,0,1
1168,27,5000,8250,0,2,0,2
12383,32,125,55000,5000,7.5,0,10
2849,32,125,17500,500,7.5,0,1
372,20,,0,,2,0,3
531,37,25,35000,5000,7.5,0,3
301,23,,0,,2,0,2
3403,23,500,35000,50000,7.5,0,2
3917,27,25,500,500,1,1,1
767,37,25,35000,50,1,0,1
701,27,25,45000,5000,4,0,4
592,32,125,55000,50,4,0,2
425,23,125,3500,0,2,0,2
2511,27,25,45000,5000,7.5,0,5
445,37,500,27500,0,7.5,0,10
971,42,10000,65000,5000,15,0,10
1348,27,500,12500,0,4,0,2
1001,27,25,45000,0,1,0,1
1262,37,5000,175000,100000,20,0,10
308,42,25,95000,50000,15,0,10
956,52,25,112500,50,15,0,12
447,23,500,500,50,0,,
1123,37,10000,112500,50000,15,0,5
937,27,25,27500,5000,2,3,2
228,52,,0,,0,,
1096,27,500,22500,5000,4,0,2
1307,52,125,175000,0,20,0,1
1122,47,25,22500,0,2,0,2
567,52,500,85000,0,2,3,2
545,42,10000,112500,5000,2,0,2
178,20,,0,,0,,
549,27,125,3500,500,4,0,2
222,27,10000,12500,0,0,,
879,23,125,12500,500,2,3,3
450,32,,0,,2,0,2
706,32,500,27500,0,1,0,1
457,32,5000,45000,0,1,3,2
1444,27,125,8250,50,2,0,2
1392,27,25,12500,50,4,0,3
403,32,500,35000,0,7.5,0,4
745,23,25,3500,5000,2,3,2
552,32,25,55000,0,1,0,1
1819,27,10000,3500,500,2,0,2
523,52,5000,12500,0,1,0,1
564,32,5000,55000,100000,4,0,4
393,47,5000,35000,0,4,3,3
518,42,5000,55000,0,7.5,0,5
6112,27,125,27500,50000,2,0,1
295,27,5000,35000,0,1,0,1
573,23,5000,35000,50,4,0,4
822,47,,0,,1,1,1
2482,32,500,17500,50,4,0,2
666,27,5000,6250,5000,4,1,4
1155,37,500,35000,100000,1,0,10
930,23,25,500,0,2,0,1
3504,47,10000,45000,5000,7.5,0,4
766,37,500,45000,500,15,0,4
616,27,5000,27500,0,1,0,1
16956,37,25,75000,5000,15,3,3
2665,32,10000,65000,500,7.5,3,4
729,27,25,75000,500,1,0,2
532,27,,0,,7.5,0,3
704,23,25,27500,50,1,0,1
601,27,25,500,0,2,0,2
3015,27,25,500,500,1,0,1
627,23,25,3500,50,1,0,1
1651,42,10000,65000,50000,1,0,1
796,32,10000,1500,500,2,0,2
5783,42,10000,22500,5000,1,0,1
754,27,500,17500,500,2,1,1
324,23,25,1500,50,2,1,2
385,37,25,133000,5000,4,12,4
359,37,125,22500,0,1,0,2
522,27,25,45000,50,4,0,5
735,37,25,1500,50,4,0,3
1013,23,25,500,50,1,0,1
438,52,25,85000,50000,4,3,5
634,65,,0,,2,0,2
768,32,125,3500,5000,7.5,0,2
624,32,10000,45000,500,4,0,3
589,27,500,8250,50,1,0,1
514,27,25,35000,50000,7.5,0,10
29310,32,10000,112500,5000,4,0,2
708,37,,0,,1,0,1
829,42,25,133000,500,7.5,0,4
2645,20,,0,,1,0,1
332,27,25,75000,0,4,0,3
810,42,25,112500,0,1,0,2
1699,37,25,500,0,15,0,12
477,37,25,112500,50,7.5,0,5
8516,27,5000,22500,5000,2,0,2
2003,27,25,17500,5000,2,0,2
402,65,25,175000,50,20,0,20
467,23,125,35000,500,4,0,2
2083,23,25,500,0,1,1,1
433,27,,0,,2,0,3
1117,23,5000,45000,5000,2,1,2
378,27,25,1500,0,1,0,1
1009,32,500,55000,50,1,0,1
517,32,,0,,1,1,1
1239,37,10000,65000,50000,2,0,2
1025,37,,0,,1,0,3
638,27,10000,6250,0,2,0,2
1019,47,5000,55000,0,15,0,20
55057,27,500,27500,0,4,0,2
452,27,500,75000,0,1,0,1
662,52,5000,2500,0,7.5,0,4
528,32,125,35000,5000,4,0,4
340,20,,0,,1,0,1
424,32,25,95000,5000,7.5,0,4
700,37,125,4500,5000,2,0,2
532,23,,0,,1,1,1
492,27,25,45000,0,4,0,3
563,23,125,45000,0,2,0,2
841,27,25,1500,50,2,0,2
529,23,,0,,1,0,1
1527,37,500,35000,50,2,3,10
627,27,125,55000,50000,7.5,0,5
740,23,25,500,50,1,0,1
604,32,5000,22500,5000,7.5,0,10
2218,23,,0,,2,0,1
1075,27,125,12500,50000,4,0,3
11601,37,5000,75000,500,7.5,0,5
743,27,5000,2500,500,2,1,1
5522,32,10000,12500,0,2,0,1
1216,32,500,65000,50000,4,0,4
1049,27,25,6250,5000,0,,
3749,32,25,17500,5000,2,0,2
886,23,,0,,1,0,1
5808,27,25,500,500,4,0,3
895,57,10000,85000,500,2,1,2
1011,42,500,85000,5000,4,0,1
406,42,500,65000,0,4,1,3
904,47,10000,8250,500,2,0,1
3663,27,,0,,2,0,1
434,32,25,75000,5000,4,0,3
336,20,,0,,1,0,1
296,23,,0,,1,0,1
373,32,5000,35000,500,2,0,2
322,27,25,45000,5000,7.5,0,5
828,23,125,6250,0,7.5,0,2
414,37,125,85000,100000,4,1,4
1017,23,,0,,2,0,2
899,32,500,35000,50000,4,0,4
821,20,,0,,1,0,1
533,23,,0,,2,0,2
777,23,25,8250,50,2,0,2
434,32,500,75000,100000,15,0,5
315,42,,0,,2,0,2
349,27,125,55000,5000,4,0,3
572,27,125,27500,5000,4,0,3
929,27,25,17500,0,7.5,0,3
378,23,,0,,1,0,1
348,37,25,27500,0,1,0,1
1400,32,5000,55000,5000,4,0,1
531,23,,0,,1,3,1
432,27,10000,112500,50000,20,1,5
1058,32,125,65000,50000,4,0,5
998,37,25,6250,500,0,,
727,27,25,65000,0,7.5,0,4
279,37,,0,,7.5,0,2
545,37,125,8250,0,0,,
1722,32,25,55000,0,7.5,0,5
602,20,,0,,1,0,1
523,27,25,55000,50000,4,1,4
3604,47,125,27500,5000,15,0,2
1064,32,25,3500,5000,7.5,0,2
319,20,,0,,2,12,2
422,47,,0,,2,0,1
861,47,25,55000,5000,4,0,4
762,47,500,22500,500,2,0,2
574,42,,0,,4,0,4
1488,37,10000,35000,50000,4,0,1
682,37,5000,45000,100000,15,0,12
322,27,125,35000,0,7.5,0,4
290,20,25,500,50,0,,
1666,27,25,500,500,2,1,2
1003,27,5000,8250,500,2,0,2
565,27,500,27500,0,4,0,2
910,32,25,6250,500,2,0,2
4436,42,500,35000,100000,2,0,1
750,37,10000,133000,50000,7.5,0,5
3240,32,25,65000,0,7.5,0,4
192,47,25,500000,0,0,,
878,52,125,112500,50000,15,0,2
679,37,125,1500,500,2,0,2
736,57,25,45000,50000,20,1,1
329,37,25,3500,0,7.5,0,2
1174,27,125,4500,0,1,0,1
1247,27,10000,75000,0,0,,
502,27,5000,27500,5000,4,3,3
2580,23,500,500,0,0,,
743,27,25,500,0,1,0,1
391,32,125,35000,0,2,0,2
251,27,500,55000,0,2,0,2
423,27,5000,55000,0,2,3,2
3071,32,5000,17500,50000,4,0,1
707,32,5000,65000,500,4,0,1
1007,27,10000,12500,50000,4,1,4
783,37,5000,2500,500,2,0,2
492,23,25,500,50,4,3,2
7168,37,500,3500,0,2,0,2
379,20,,0,,1,0,1
4054,37,5000,12500,100000,2,0,1
3303,27,125,85000,0,2,0,1
6403,52,5000,6250,500,1,0,1
1318,47,25,75000,50000,20,0,3
478,27,25,8250,0,4,0,2
8923,32,,0,,1,0,1
325,37,125,45000,500,4,3,10
550,27,500,45000,5000,4,0,4
861,37,125,4500,0,1,0,1
567,37,500,4500,0,4,1,4
400,42,10000,45000,50000,4,12,5
375,27,5000,17500,0,4,0,3
576,27,,0,,1,0,1
394,23,,0,,1,0,1
637,32,500,17500,500,2,25,1
600,27,5000,4500,0,4,0,4
3192,32,25,4500,0,7.5,0,3
507,27,,0,,4,0,2
282,27,25,500,0,4,1,3
4153,27,25,45000,500,2,0,1
142,70,,0,,0,,
40963,23,125,45000,50,2,0,2
557,52,125,85000,0,20,25,3
394,27,25,500,0,2,0,1
960,32,500,95000,100000,4,0,5
455,57,500,133000,0,7.5,0,3
398,20,,0,,1,0,1
738,27,25,1500,50000,2,0,1
1007,32,125,35000,0,7.5,0,2
2298,52,500,75000,500,15,0,2
301,23,,0,,2,0,2
344,23,25,500,0,4,0,2
1685,27,25,1500,500,2,3,3
607,37,5000,65000,5000,1,0,1
492,65,25,175000,500,20,0,12
623,47,10000,35000,0,20,0,10
465,27,500,27500,500,2,0,2
10823,27,10000,65000,0,2,0,2
712,23,25,4500,5000,7.5,0,1
508,23,125,35000,50,1,0,2
1213,32,25,500,500,7.5,1,5
1871,37,125,1500,500,2,0,2
321,47,500,55000,0,0,,
271,20,25,500,500,1,1,3
837,37,25,95000,0,7.5,0,1
546,37,25,500,0,1,0,1
250,23,,0,,0,,
483,52,125,65000,500,4,0,1
436,23,,0,,4,0,3
1117,32,10000,45000,100000,7.5,0,3
343,20,,0,,1,0,1
5849,20,25,3500,0,1,0,1
5561,37,5000,55000,5000,7.5,0,10
561,27,10000,45000,100000,7.5,0,5
906,52,5000,85000,5000,1,0,2
1078,27,10000,35000,5000,4,0,2
351,27,500,65000,0,2,0,5
496,27,25,65000,50000,7.5,0,5
560,32,10000,3500,0,2,1,2
390,20,,0,,2,3,2
486,37,5000,12500,50000,15,3,12
361,37,10000,45000,0,2,0,2
671,27,25,35000,0,7.5,0,5
586,20,10000,1500,500,4,0,4
1098,27,500,6250,0,1,0,1
1728,20,125,1500,500,1,3,1
729,57,500,35000,5000,15,0,5
562,42,25,95000,5000,15,0,10
1119,32,25,35000,50000,4,0,4
748,27,125,4500,50,2,0,2
1570,32,25,17500,500,4,0,1
1421,27,500,3500,0,2,0,1
162,27,,0,,0,,
745,23,,0,,1,0,1
438,20,,0,,1,0,1
755,32,,0,,4,3,5
937,23,125,500,50,2,0,2
572,27,500,75000,50000,4,0,2
1736,20,500,500,50,4,0,3
397,42,5000,225000,0,15,0,12
2549,23,125,1500,0,1,0,1
419,57,,0,,15,0,5
1278,27,125,35000,50000,7.5,0,10
647,47,500,55000,5000,20,0,20
1313,27,25,55000,5000,4,0,3
3887,23,125,17500,0,1,0,1
1668,52,10000,27500,50,2,0,2
2219,27,10000,35000,500,4,0,3
929,32,5000,75000,500,4,0,5
468,57,10000,95000,100000,7.5,0,4
326,27,25,2500,500,0,,
1951,27,10000,35000,5000,4,0,5
924,32,5000,35000,0,2,0,2
791,27,500,4500,500,4,0,3
955,42,25,8250,50000,4,1,4
262,27,10000,8250,500,0,,
11447,23,5000,17500,0,1,0,1
866,27,125,55000,500,4,0,2
571,37,500,45000,0,7.5,0,3
11449,32,5000,1500,500,2,0,1
1052,47,,0,,2,0,1
616,52,10000,27500,500,20,0,10
1399,27,25,500,50,2,3,2
8425,32,10000,35000,100000,7.5,1,1
1492,57,5000,75000,100000,20,0,20
1403,32,25,65000,5000,7.5,0,10
1146,20,,0,,2,0,2
543,47,,0,,20,0,20
462,23,500,12500,50,1,0,1
3013,57,500,65000,5000,7.5,0,3
506,27,,0,,2,0,3
468,32,,0,,4,3,3
408,27,25,500,50,2,0,2
509,32,500,27500,50000,7.5,0,10
520,23,500,6250,500,1,1,1
1810,42,500,1500,50,7.5,0,10
574,23,125,22500,500,2,0,2
1467,37,5000,45000,500,2,0,2
2691,27,25,500,0,4,1,1
881,42,125,8250,100000,1,0,1
353,47,5000,75000,0,15,0,1
332,23,5000,8250,0,1,0,1
7880,27,25,45000,500,4,3,4
725,37,25,133000,5000,15,0,12
8410,23,10000,6250,500,2,0,2
926,27,5000,12500,5000,2,0,1
617,47,25,35000,0,20,0,20
519,23,,0,,2,0,2
330,20,125,500,5000,0,,
537,23,5000,45000,5000,4,0,4
365,57,25,500,0,2,0,2
464,37,5000,27500,0,7.5,0,2
762,42,125,12500,50,7.5,0,4
440,20,,0,,0,,
469,27,500,55000,100000,7.5,0,10
1605,23,25,2500,0,2,0,1
517,37,500,6250,500,4,0,5
391,32,,0,,1,0,1
362,20,10000,500,0,2,0,1
2003,32,125,8250,0,4,0,3
527,52,500,45000,0,7.5,0,5
377,23,500,12500,0,4,1,4
273,32,125,65000,0,4,0,1
1327,32,5000,500,0,1,0,2
751,20,,0,,1,0,1
280,27,,0,,7.5,0,3
293,37,25,12500,0,2,0,2
426,27,125,12500,5000,7.5,3,4
817,23,25,500,500,1,0,1
495,27,125,35000,50000,7.5,0,4
56854,65,5000,55000,50,2,0,2
448,27,25,1500,50,4,0,3
472,32,125,4500,50,7.5,3,10
586,23,500,1500,50000,2,0,2
550,37,5000,75000,0,4,0,3
1032,23,,0,,1,0,1
563,27,5000,35000,0,4,0,1
436,27,,0,,1,0,1
443,23,10000,4500,0,1,0,1
324,23,,0,,4,0,2
605,27,10000,45000,500,4,3,3
404,27,125,35000,50,2,0,1
549,42,25,55000,500,2,0,2
520,32,500,45000,100000,7.5,0,4
585,42,,0,,7.5,3,5
283,23,25,500,0,0,,
667,47,500,27500,5000,4,12,3
195,27,,0,,2,0,1
3741,27,,0,,2,0,4
995,23,25,500,0,4,3,1
634,23,25,500,0,1,0,1
1008,20,,0,,1,0,1
2227,32,5000,35000,0,7.5,0,10
890,32,500,27500,0,2,0,1
1932,23,125,8250,500,1,0,1
1153,27,25,2500,500,2,0,1
450,32,500,75000,50,4,1,5
1143,37,25,225000,50000,20,0,10
427,27,25,500,0,2,0,2
607,27,5000,12500,50000,4,3,4
1143,37,25,12500,5000,4,0,3
491,32,10000,12500,0,2,3,2
956,42,5000,2500,0,4,0,2
558,27,125,12500,5000,2,3,2
6443,32,125,17500,50,4,0,5
558,27,5000,55000,500,2,0,1
377,32,125,35000,0,4,0,4
358,27,,0,,2,0,3
2409,32,25,27500,500,7.5,0,2
464,20,10000,6250,0,1,0,1
835,23,125,500,0,2,25,2
1147,27,25,35000,0,7.5,0,3
2154,20,,0,,1,0,1
219,20,,0,,4,0,3
599,20,,0,,1,0,1
327,20,,0,,2,3,2
555,57,5000,45000,5000,20,0,3
1382,23,25,8250,0,2,0,2
4072,37,25,500,0,0,,
316,20,,0,,1,0,1
650,37,25,12500,500,4,0,2
321,23,25,500,50,2,3,1
505,32,10000,55000,0,7.5,0,2
651,27,,0,,0,,
603,20,,0,,1,12,1
1038,42,500,65000,50000,4,0,4
297,20,,0,,2,25,2
357,20,,0,,2,0,2
532,23,125,8250,50000,1,0,1
347,23,125,12500,50,4,1,1
349,42,10000,17500,0,0,,
444,27,,0,,7.5,0,5
222,23,,0,,1,0,1
425,20,,0,,4,0,3
1179,20,,0,,1,0,2
744,32,5000,500,0,1,0,1
535,20,,0,,4,0,3
1151,27,125,2500,5000,2,0,1
523,47,10000,85000,500,20,0,1
176,27,,0,,0,,
781,57,25,85000,500,15,0,3
720,37,,0,,4,0,3
522,32,10000,12500,5000,7.5,0,1
47026,20,,0,,1,0,1
1464,27,25,8250,0,1,0,1
996,27,,0,,7.5,0,5
326,37,25,133000,0,4,0,1
10693,27,25,8250,0,2,0,1
422,20,10000,35000,0,2,0,1
545,27,10000,2500,0,2,0,1
44402,27,25,35000,5000,4,0,5
872,23,,0,,2,0,2
484,32,25,12500,50,2,0,3
425,32,25,22500,0,15,0,1
492,27,5000,6250,0,2,0,1
4156,37,125,12500,500,4,0,10
574,23,25,500,0,1,0,1
660,47,500,22500,50000,15,0,2
2031,27,10000,27500,500,4,3,5
9655,27,5000,55000,100000,7.5,0,10
218,20,,0,,0,,
27383,32,125,175000,50000,1,1,2
1298,23,25,500,500,1,0,1
508,57,10000,275000,5000,7.5,0,10
245,27,25,2500,0,2,1,2
15738,42,10000,35000,0,4,0,1
498,20,,0,,1,3,1
358,32,25,4500,5000,0,,
617,37,125,35000,500,7.5,0,10
13124,32,10000,8250,500,2,0,2
429,20,,0,,4,0,2
2184,42,25,35000,0,7.5,0,1
824,32,25,55000,500,7.5,0,5
2224,27,125,17500,50,2,0,3
617,52,25,500,0,1,0,1
610,23,25,12500,0,2,0,2
812,27,5000,35000,0,7.5,0,5
365,32,10000,45000,500,4,1,3
8264,32,500,75000,0,7.5,0,10
644,57,5000,45000,0,1,0,1
5293,27,25,500,500,2,1,1
937,32,25,75000,5000,7.5,1,10
238,20,,0,,2,0,2
484,32,500,95000,100000,7.5,0,10
1043,27,5000,17500,0,7.5,25,5
241,37,,0,,1,0,1
1983,23,,0,,1,0,1
11938,42,10000,65000,0,4,0,2
320,20,,0,,0,,
299,20,,0,,2,3,1
602,37,125,133000,5000,7.5,3,4
764,42,25,133000,500,15,1,3
859,27,500,8250,50000,2,25,2
598,27,10000,6250,50,1,0,1
619,32,25,35000,500,4,1,4
8923,52,5000,55000,5000,20,3,12
5219,32,5000,85000,5000,7.5,0,10
1622,37,500,1500,0,4,0,10
605,27,10000,95000,0,2,0,1
620,20,,0,,1,0,1
1694,32,10000,55000,50,2,1,2
50964,57,10000,55000,5000,2,0,2
231,23,5000,8250,5000,0,,
781,23,25,17500,0,2,0,1
1216,23,125,500,0,4,0,2
4393,32,25,112500,500,2,0,1
2230,27,25,2500,500,1,0,1
385,37,500,22500,0,15,0,2
2021,47,500,17500,500,2,0,2
460,27,,0,,2,3,2
480,27,,0,,1,0,1
466,23,10000,6250,0,0,,
308,27,125,3500,0,0,,
715,32,10000,65000,5000,4,0,3
4153,27,125,95000,50000,4,0,5
745,32,500,45000,500,4,0,4
10090,27,,0,,1,0,1
738,65,10000,225000,100000,20,0,4
3753,23,25,17500,5000,2,0,3
515,47,5000,1500,50,0,,
489,52,,0,,20,0,1
374,23,,0,,1,0,1
462,27,25,55000,500,7.5,0,4
8174,47,500,65000,50000,1,0,1
550,32,,0,,2,0,2
1306,42,10000,175000,5000,15,3,12
654,42,500,4500,500,4,0,4
599,47,10000,65000,100000,15,3,2
1700,27,125,75000,0,2,0,2
966,27,125,3500,500,2,0,2
330,37,25,500,0,0,,
559,42,5000,65000,50,7.5,0,5
341,20,,0,,0,,
937,32,25,55000,500,7.5,0,5
1366,27,125,35000,500,4,0,4
411,27,25,65000,100000,4,0,4
684,32,25,1500,50,2,0,1
607,27,,0,,2,0,1
571,27,25,500,0,2,3,2
702,27,500,12500,100000,1,0,1
350,27,125,1500,0,1,0,1
285,27,5000,6250,5000,0,,
410,27,5000,17500,500,2,0,2
677,37,5000,55000,5000,15,0,12
2402,42,25,35000,0,4,0,2
606,52,,0,,20,0,20
597,27,10000,6250,100000,1,0,1
395,37,500,112500,500,2,0,1
656,65,25,45000,0,2,0,2
626,20,25,500,50,4,0,1
401,52,25,8250,0,1,1,1
673,37,,0,,1,0,1
480,32,125,35000,0,7.5,0,5
435,70,10000,500000,100000,20,25,20
732,52,25,500,50,4,0,3
4651,23,,0,,4,0,3
904,23,,0,,2,0,2
667,57,,0,,15,0,5
3045,42,,0,,1,0,1
315,23,25,500,0,2,0,2
416,20,,0,,1,0,1
631,23,,0,,1,0,1
520,42,25,500,0,7.5,0,1
1704,23,,0,,1,0,1
1143,52,25,8250,50,2,0,2
2595,37,5000,55000,50000,15,0,3
74955,57,500,95000,0,0,,
646,32,5000,75000,5000,15,0,3
1564,23,25,1500,50,1,1,1
425,47,500,45000,0,15,0,10
282,42,25,133000,0,2,0,1
3043,27,125,22500,0,7.5,0,3
291,23,25,4500,0,2,0,2
393,32,125,22500,0,1,0,1
15828,23,25,1500,50,2,1,2
507,57,25,95000,5000,4,1,3
21563,23,25,4500,0,1,0,1
386,20,,0,,1,0,1
465,23,,0,,2,3,2
851,32,5000,12500,500,1,0,1
1362,27,5000,45000,100000,4,0,3
656,37,5000,75000,50000,15,0,10
2905,32,125,27500,500,7.5,1,2
542,42,10000,35000,5000,15,0,2
351,23,,0,,1,0,1
1586,23,,0,,2,0,2
1023,52,25,17500,500,4,0,1
996,47,5000,500,500,2,0,1
605,37,25,2500,500,2,0,1
