Time from Start to Finish (seconds),Q1,Q6,Q7,Q10,Q11,Q15,Q22,Q23
486,35-39,"1000-9,999 employees",20+,"100,000-124,999","$10,000-$99,999",3-5 years,Never,1-2 years
873,45-49,50-249 employees,20+,"125,000-149,999","$1000-$9,999",3-5 years,Never,5-10 years
333,35-39,,,,,1-2 years,Never,1-2 years
358,18-21,,,,,< 1 years,Never,< 1 years
795,25-29,,,,,1-2 years,Never,1-2 years
88983,30-34,50-249 employees,4-Mar,"20,000-24,999",$0 (USD),1-2 years,Never,< 1 years
585,25-29,50-249 employees,4-Mar,$0-999,"$1000-$9,999",3-5 years,Never,< 1 years
1054,25-29,0-49 employees,2-Jan,"70,000-79,999",$100-$999,< 1 years,Never,< 1 years
531,22-24,50-249 employees,15-19,"15,000-19,999","$1000-$9,999",< 1 years,Never,< 1 years
265,30-34,0-49 employees,2-Jan,"2,000-2,999",$1-$99,I have never written code,,
612,22-24,0-49 employees,2-Jan,$0-999,$0 (USD),< 1 years,Never,< 1 years
930,60-69,"> 10,000 employees",20+,$0-999,$0 (USD),3-5 years,Never,1-2 years
862,25-29,"> 10,000 employees",20+,"40,000-49,999","> $100,000 ($USD)",3-5 years,Never,4-5 years
601,25-29,"> 10,000 employees",9-May,"20,000-24,999",$100-$999,1-2 years,Never,1-2 years
534,22-24,250-999 employees,15-19,"4,000-4,999","$10,000-$99,999",< 1 years,Never,< 1 years
907,25-29,50-249 employees,4-Mar,"1,000-1,999","$10,000-$99,999",1-2 years,Never,< 1 years
450,45-49,,,,,10-20 years,Never,2-3 years
300,18-21,,,,,I have never written code,,
1644,18-21,50-249 employees,4-Mar,$0-999,$100-$999,1-2 years,Never,3-4 years
1878,25-29,250-999 employees,4-Mar,"100,000-124,999","$10,000-$99,999",3-5 years,Once,1-2 years
141376,40-44,"1000-9,999 employees",9-May,"60,000-69,999",$100-$999,< 1 years,Never,< 1 years
868,30-34,250-999 employees,9-May,"3,000-3,999","$1000-$9,999",< 1 years,Never,< 1 years
136523,45-49,"1000-9,999 employees",9-May,"90,000-99,999","> $100,000 ($USD)",1-2 years,Never,2-3 years
531,30-34,50-249 employees,9-May,"70,000-79,999","> $100,000 ($USD)",3-5 years,Never,4-5 years
525,25-29,,,,,< 1 years,Never,1-2 years
1157,40-44,"> 10,000 employees",20+,"30,000-39,999",$0 (USD),I have never written code,,
879,40-44,50-249 employees,4-Mar,"60,000-69,999","$1000-$9,999",10-20 years,Never,5-10 years
1109,22-24,250-999 employees,9-May,"4,000-4,999",$100-$999,1-2 years,Never,1-2 years
973,70+,50-249 employees,0,"40,000-49,999",$100-$999,1-2 years,Never,1-2 years
281,35-39,50-249 employees,9-May,"100,000-124,999",$0 (USD),1-2 years,Never,2-3 years
375,55-59,250-999 employees,0,"1,000-1,999",$0 (USD),1-2 years,Never,1-2 years
504,18-21,,,,,1-2 years,Never,< 1 years
101812,30-34,,,,,< 1 years,Never,< 1 years
743,60-69,250-999 employees,14-Oct,"15,000-19,999",$100-$999,3-5 years,Once,5-10 years
1095,25-29,"> 10,000 employees",20+,"10,000-14,999","$10,000-$99,999",5-10 years,Never,4-5 years
638,35-39,"> 10,000 employees",20+,"200,000-249,999",$0 (USD),10-20 years,> 25 times,2-3 years
408,35-39,50-249 employees,9-May,"4,000-4,999",$0 (USD),3-5 years,Never,< 1 years
449,30-34,,,,,3-5 years,Never,1-2 years
692,22-24,"> 10,000 employees",20+,$0-999,"$1000-$9,999",< 1 years,Never,< 1 years
317,22-24,"1000-9,999 employees",9-May,"25,000-29,999",$0 (USD),3-5 years,Never,3-4 years
462,25-29,0-49 employees,2-Jan,"2,000-2,999",$1-$99,3-5 years,Never,< 1 years
845,25-29,0-49 employees,4-Mar,"15,000-19,999",$1-$99,3-5 years,Never,3-4 years
510,25-29,"1000-9,999 employees",2-Jan,"25,000-29,999",$100-$999,5-10 years,Once,4-5 years
84781,45-49,"> 10,000 employees",20+,"70,000-79,999",$100-$999,3-5 years,Never,4-5 years
1159,22-24,,,,,< 1 years,Once,< 1 years
6074,35-39,50-249 employees,9-May,"25,000-29,999","$10,000-$99,999",5-10 years,Never,4-5 years
746,25-29,"> 10,000 employees",4-Mar,"15,000-19,999","$1000-$9,999",1-2 years,Never,1-2 years
616,22-24,,,,,1-2 years,Never,2-3 years
1528,30-34,"1000-9,999 employees",20+,"30,000-39,999",$100-$999,3-5 years,Never,1-2 years
390,45-49,0-49 employees,4-Mar,"100,000-124,999","$10,000-$99,999",10-20 years,Never,2-3 years
286,22-24,0-49 employees,2-Jan,"1,000-1,999",$0 (USD),I have never written code,,
3178,50-54,50-249 employees,4-Mar,"70,000-79,999",$100-$999,5-10 years,Never,5-10 years
469,22-24,,,,,1-2 years,Never,1-2 years
1632,22-24,,,,,< 1 years,Never,< 1 years
57146,25-29,"> 10,000 employees",2-Jan,"30,000-39,999",$0 (USD),3-5 years,Never,1-2 years
1193,25-29,"> 10,000 employees",0,"60,000-69,999",$0 (USD),< 1 years,Never,< 1 years
361,22-24,,,,,3-5 years,Never,2-3 years
304,18-21,,,,,1-2 years,Never,1-2 years
533,18-21,0-49 employees,4-Mar,"1,000-1,999",$0 (USD),1-2 years,Once,1-2 years
584,25-29,"1000-9,999 employees",9-May,"10,000-14,999","$10,000-$99,999",5-10 years,2-5 times,2-3 years
523,40-44,250-999 employees,4-Mar,"40,000-49,999",$0 (USD),I have never written code,,
413,35-39,250-999 employees,2-Jan,"25,000-29,999","$1000-$9,999",5-10 years,2-5 times,2-3 years
341,35-39,"> 10,000 employees",20+,"100,000-124,999",$100-$999,5-10 years,Never,5-10 years
88348,35-39,50-249 employees,2-Jan,"15,000-19,999",$0 (USD),3-5 years,Never,3-4 years
1644,35-39,"> 10,000 employees",0,"25,000-29,999",$0 (USD),I have never written code,,
814,25-29,"> 10,000 employees",15-19,"30,000-39,999",$0 (USD),3-5 years,Never,2-3 years
566,25-29,"> 10,000 employees",2-Jan,"15,000-19,999",$0 (USD),< 1 years,Never,< 1 years
939,40-44,250-999 employees,15-19,"90,000-99,999","$10,000-$99,999",10-20 years,Never,3-4 years
11849,22-24,250-999 employees,2-Jan,"10,000-14,999",$1-$99,1-2 years,Never,1-2 years
432,22-24,"> 10,000 employees",20+,"1,000-1,999",$1-$99,< 1 years,Never,< 1 years
2082,30-34,50-249 employees,4-Mar,"40,000-49,999","$10,000-$99,999",5-10 years,Never,3-4 years
1398,25-29,50-249 employees,15-19,"100,000-124,999",$0 (USD),3-5 years,Never,< 1 years
441,30-34,"1000-9,999 employees",2-Jan,"40,000-49,999",$1-$99,1-2 years,Never,1-2 years
460,30-34,,,,,I have never written code,,
413,22-24,0-49 employees,2-Jan,"5,000-7,499",$100-$999,< 1 years,Never,< 1 years
389,30-34,"1000-9,999 employees",2-Jan,"60,000-69,999","$1000-$9,999",5-10 years,Never,5-10 years
81678,18-21,0-49 employees,4-Mar,$0-999,$0 (USD),1-2 years,Never,< 1 years
90297,22-24,"1000-9,999 employees",20+,"7,500-9,999",$0 (USD),1-2 years,Never,< 1 years
314,22-24,,,,,1-2 years,Never,1-2 years
335,50-54,"> 10,000 employees",20+,"100,000-124,999","> $100,000 ($USD)",20+ years,Never,20+ years
48805,35-39,0-49 employees,9-May,"125,000-149,999","$1000-$9,999",< 1 years,> 25 times,< 1 years
987,30-34,250-999 employees,0,"25,000-29,999","$1000-$9,999",< 1 years,Never,< 1 years
468,18-21,,,,,1-2 years,2-5 times,1-2 years
887,25-29,"1000-9,999 employees",20+,"15,000-19,999",$1-$99,1-2 years,Never,1-2 years
883,40-44,,,,,< 1 years,Never,< 1 years
354,30-34,"1000-9,999 employees",20+,"25,000-29,999",$0 (USD),3-5 years,Never,2-3 years
602,30-34,250-999 employees,9-May,"25,000-29,999","$1000-$9,999",< 1 years,Never,< 1 years
608,40-44,0-49 employees,2-Jan,"2,000-2,999",$0 (USD),10-20 years,Never,10-15 years
136205,25-29,"> 10,000 employees",4-Mar,"50,000-59,999",$0 (USD),3-5 years,Never,1-2 years
3017,30-34,0-49 employees,4-Mar,"50,000-59,999",$100-$999,10-20 years,Never,3-4 years
629,25-29,250-999 employees,4-Mar,"3,000-3,999",$100-$999,3-5 years,Never,4-5 years
7437,40-44,"> 10,000 employees",20+,"80,000-89,999","$1000-$9,999",10-20 years,Never,10-15 years
909,40-44,250-999 employees,20+,"7,500-9,999",$100-$999,10-20 years,Never,4-5 years
1467,40-44,0-49 employees,2-Jan,"100,000-124,999",$1-$99,10-20 years,Never,10-15 years
1346,22-24,,,,,< 1 years,Never,< 1 years
2939,40-44,250-999 employees,4-Mar,"30,000-39,999","$1000-$9,999",5-10 years,Never,< 1 years
553,25-29,,,,,1-2 years,Never,1-2 years
978,40-44,250-999 employees,20+,"15,000-19,999",$0 (USD),1-2 years,Never,1-2 years
91,25-29,0-49 employees,2-Jan,"4,000-4,999","$10,000-$99,999",I have never written code,,
979,70+,250-999 employees,4-Mar,"7,500-9,999",$0 (USD),20+ years,Never,1-2 years
648,35-39,50-249 employees,0,"4,000-4,999",$0 (USD),< 1 years,Never,2-3 years
497,25-29,0-49 employees,2-Jan,"40,000-49,999",$100-$999,3-5 years,2-5 times,3-4 years
99354,22-24,0-49 employees,4-Mar,$0-999,$1-$99,3-5 years,Never,1-2 years
643,30-34,50-249 employees,2-Jan,"15,000-19,999",$100-$999,1-2 years,Never,< 1 years
61754,55-59,"1000-9,999 employees",4-Mar,"4,000-4,999",$0 (USD),1-2 years,Once,5-10 years
1134,25-29,0-49 employees,2-Jan,"30,000-39,999","$10,000-$99,999",3-5 years,Never,5-10 years
512,30-34,50-249 employees,4-Mar,"15,000-19,999",$0 (USD),< 1 years,Once,< 1 years
438,25-29,50-249 employees,9-May,"5,000-7,499",$0 (USD),< 1 years,Never,< 1 years
84363,30-34,250-999 employees,2-Jan,"25,000-29,999",$1-$99,I have never written code,,
400,22-24,,,,,< 1 years,Never,< 1 years
295,18-21,,,,,< 1 years,Never,< 1 years
90049,30-34,,,,,< 1 years,Never,< 1 years
1195,25-29,"1000-9,999 employees",20+,"50,000-59,999","$10,000-$99,999",5-10 years,Never,5-10 years
95351,40-44,0-49 employees,2-Jan,"1,000-1,999",$100-$999,1-2 years,Never,2-3 years
795,30-34,"> 10,000 employees",20+,"10,000-14,999",$100-$999,1-2 years,Never,1-2 years
1035,22-24,"1000-9,999 employees",20+,"4,000-4,999",$0 (USD),< 1 years,Never,< 1 years
652,60-69,0-49 employees,2-Jan,"40,000-49,999",$0 (USD),10-20 years,Never,4-5 years
512,22-24,0-49 employees,9-May,"15,000-19,999",$0 (USD),< 1 years,Never,< 1 years
557,30-34,50-249 employees,9-May,"1,000-1,999",$100-$999,1-2 years,Never,< 1 years
4797,25-29,"> 10,000 employees",20+,"5,000-7,499","$1000-$9,999",1-2 years,Once,1-2 years
563,30-34,0-49 employees,2-Jan,"30,000-39,999",$100-$999,1-2 years,Never,1-2 years
109638,30-34,50-249 employees,9-May,"20,000-24,999",$1-$99,1-2 years,Never,2-3 years
842,45-49,250-999 employees,0,"3,000-3,999",$100-$999,< 1 years,Never,< 1 years
413,18-21,,,,,1-2 years,2-5 times,1-2 years
832,55-59,,,,,I have never written code,,
775,60-69,"> 10,000 employees",20+,$0-999,$0 (USD),I have never written code,,
100284,25-29,50-249 employees,2-Jan,"30,000-39,999",$0 (USD),3-5 years,Never,3-4 years
575,22-24,250-999 employees,9-May,$0-999,$0 (USD),< 1 years,Never,1-2 years
3838,30-34,250-999 employees,2-Jan,$0-999,$0 (USD),1-2 years,Never,< 1 years
2173,25-29,50-249 employees,15-19,"50,000-59,999","$10,000-$99,999",5-10 years,Never,2-3 years
1370,50-54,"> 10,000 employees",20+,"30,000-39,999",$100-$999,3-5 years,Never,2-3 years
667,30-34,250-999 employees,2-Jan,"4,000-4,999",$100-$999,< 1 years,2-5 times,< 1 years
366,18-21,50-249 employees,20+,"2,000-2,999",$100-$999,3-5 years,Never,1-2 years
508,35-39,"> 10,000 employees",2-Jan,"25,000-29,999",$100-$999,3-5 years,Never,< 1 years
404,25-29,,,,,I have never written code,,
58408,25-29,"> 10,000 employees",4-Mar,"15,000-19,999",$0 (USD),3-5 years,2-5 times,4-5 years
677,40-44,0-49 employees,15-19,"40,000-49,999","$10,000-$99,999",10-20 years,Once,10-15 years
641,45-49,,,,,10-20 years,Never,4-5 years
1900,35-39,"> 10,000 employees",20+,$0-999,$1-$99,< 1 years,Never,< 1 years
513,22-24,,,,,< 1 years,6-24 times,1-2 years
491,40-44,"1000-9,999 employees",20+,"50,000-59,999",$100-$999,1-2 years,Never,1-2 years
363,22-24,,,,,I have never written code,,
642,40-44,,,,,< 1 years,Never,< 1 years
8846,55-59,"1000-9,999 employees",20+,"100,000-124,999","> $100,000 ($USD)",20+ years,Once,20+ years
438,22-24,0-49 employees,2-Jan,$0-999,$1-$99,I have never written code,,
103448,35-39,50-249 employees,15-19,"4,000-4,999",$1-$99,3-5 years,Never,2-3 years
1651,30-34,"> 10,000 employees",20+,"80,000-89,999",$0 (USD),10-20 years,Never,3-4 years
441,50-54,0-49 employees,2-Jan,"2,000-2,999",$1-$99,3-5 years,Once,10-15 years
570,25-29,50-249 employees,4-Mar,"20,000-24,999",$100-$999,3-5 years,Never,1-2 years
348,18-21,,,,,I have never written code,,
141422,22-24,,,,,< 1 years,Never,< 1 years
1049,40-44,"> 10,000 employees",20+,"30,000-39,999","$1000-$9,999",I have never written code,,
854,22-24,"> 10,000 employees",20+,"4,000-4,999","$10,000-$99,999",< 1 years,Never,< 1 years
421,35-39,"> 10,000 employees",20+,"20,000-24,999","> $100,000 ($USD)",I have never written code,,
515,30-34,0-49 employees,4-Mar,"2,000-2,999",$100-$999,1-2 years,2-5 times,< 1 years
371,25-29,50-249 employees,4-Mar,"2,000-2,999","$1000-$9,999",I have never written code,,
411,18-21,,,,,< 1 years,Never,< 1 years
1701,25-29,0-49 employees,0,"100,000-124,999",$0 (USD),1-2 years,2-5 times,1-2 years
394,35-39,"> 10,000 employees",20+,"125,000-149,999",$0 (USD),I have never written code,,
627,22-24,"1000-9,999 employees",0,"5,000-7,499",$0 (USD),< 1 years,Never,< 1 years
76680,35-39,50-249 employees,9-May,"15,000-19,999","$1000-$9,999",3-5 years,Never,2-3 years
828,30-34,250-999 employees,0,"50,000-59,999",$100-$999,3-5 years,Never,2-3 years
521,18-21,,,,,1-2 years,2-5 times,< 1 years
471,50-54,"> 10,000 employees",20+,"100,000-124,999",$0 (USD),20+ years,Never,20+ years
231,18-21,,,,,I have never written code,,
566,22-24,0-49 employees,2-Jan,$0-999,$1-$99,< 1 years,Never,< 1 years
659,22-24,,,,,1-2 years,Never,2-3 years
405,30-34,"> 10,000 employees",20+,"125,000-149,999",$0 (USD),3-5 years,2-5 times,4-5 years
144493,35-39,"> 10,000 employees",20+,"125,000-149,999",$0 (USD),10-20 years,Never,5-10 years
624,35-39,0-49 employees,9-May,"50,000-59,999",$100-$999,3-5 years,Once,4-5 years
422,18-21,,,,,1-2 years,Never,< 1 years
560,22-24,,,,,< 1 years,Never,< 1 years
472,25-29,50-249 employees,4-Mar,"50,000-59,999",$0 (USD),1-2 years,Never,1-2 years
472,25-29,0-49 employees,2-Jan,"1,000-1,999",$100-$999,< 1 years,Never,< 1 years
5128,18-21,,,,,< 1 years,Never,< 1 years
617,35-39,"1000-9,999 employees",20+,"50,000-59,999","$1000-$9,999",3-5 years,Never,4-5 years
1294,25-29,50-249 employees,4-Mar,$0-999,$0 (USD),1-2 years,Never,< 1 years
636,25-29,250-999 employees,4-Mar,"10,000-14,999","$1000-$9,999",3-5 years,Never,2-3 years
461,40-44,,,,,1-2 years,Once,1-2 years
2255,40-44,,,,,10-20 years,Never,5-10 years
455,25-29,50-249 employees,0,"30,000-39,999",$0 (USD),I have never written code,,
314,25-29,,,,,1-2 years,Never,< 1 years
90044,45-49,0-49 employees,2-Jan,"50,000-59,999","$10,000-$99,999",3-5 years,Never,2-3 years
80273,30-34,"1000-9,999 employees",20+,"100,000-124,999","$10,000-$99,999",10-20 years,Never,2-3 years
9028,40-44,"1000-9,999 employees",9-May,"15,000-19,999",$0 (USD),10-20 years,Never,3-4 years
651,22-24,250-999 employees,20+,"3,000-3,999",$0 (USD),1-2 years,Never,< 1 years
587,25-29,0-49 employees,4-Mar,"70,000-79,999","$10,000-$99,999",1-2 years,Never,1-2 years
531,30-34,"1000-9,999 employees",15-19,"50,000-59,999","$1000-$9,999",5-10 years,Never,2-3 years
745,30-34,,,,,< 1 years,Never,< 1 years
556,22-24,,,,,1-2 years,Never,< 1 years
476,25-29,"1000-9,999 employees",4-Mar,"20,000-24,999",$0 (USD),3-5 years,Never,2-3 years
2655,45-49,"1000-9,999 employees",14-Oct,"40,000-49,999",$0 (USD),3-5 years,Once,2-3 years
498,35-39,0-49 employees,4-Mar,"15,000-19,999",$100-$999,< 1 years,Never,< 1 years
593,25-29,,,,,< 1 years,Never,< 1 years
567,22-24,,,,,1-2 years,Never,1-2 years
4173,50-54,250-999 employees,4-Mar,"25,000-29,999","$10,000-$99,999",3-5 years,Never,4-5 years
136904,50-54,250-999 employees,9-May,"30,000-39,999","> $100,000 ($USD)",5-10 years,Never,1-2 years
374,35-39,0-49 employees,2-Jan,$0-999,$100-$999,3-5 years,Once,< 1 years
464,35-39,250-999 employees,9-May,"15,000-19,999",$0 (USD),3-5 years,Never,3-4 years
2798,30-34,250-999 employees,9-May,"125,000-149,999",$100-$999,10-20 years,Never,5-10 years
148,35-39,0-49 employees,0,"4,000-4,999",$0 (USD),I have never written code,,
518,30-34,"1000-9,999 employees",4-Mar,"40,000-49,999",$0 (USD),1-2 years,Never,< 1 years
517,18-21,,,,,1-2 years,Never,1-2 years
2160,25-29,0-49 employees,4-Mar,"60,000-69,999","$10,000-$99,999",3-5 years,Never,3-4 years
196,25-29,,,,,I have never written code,,
576,35-39,"1000-9,999 employees",20+,"125,000-149,999",$100-$999,5-10 years,Never,5-10 years
1149,35-39,250-999 employees,4-Mar,"70,000-79,999","$10,000-$99,999",10-20 years,Never,2-3 years
1029,50-54,"1000-9,999 employees",2-Jan,"50,000-59,999",$100-$999,< 1 years,Never,< 1 years
1575,35-39,,,,,10-20 years,Never,5-10 years
390,25-29,,,,,1-2 years,Never,2-3 years
1533,50-54,250-999 employees,0,"80,000-89,999",$0 (USD),5-10 years,Never,< 1 years
155,18-21,,,,,I have never written code,,
348,35-39,"1000-9,999 employees",20+,"60,000-69,999","$1000-$9,999",10-20 years,Never,5-10 years
1007,40-44,0-49 employees,2-Jan,$0-999,$100-$999,10-20 years,> 25 times,2-3 years
482,30-34,"> 10,000 employees",20+,"40,000-49,999","$10,000-$99,999",3-5 years,Never,2-3 years
459,22-24,,,,,< 1 years,Never,< 1 years
457,45-49,250-999 employees,4-Mar,"25,000-29,999",$0 (USD),I have never written code,,
102019,30-34,"> 10,000 employees",0,"30,000-39,999",$0 (USD),1-2 years,Never,< 1 years
984,25-29,,,,,3-5 years,Never,3-4 years
815,25-29,0-49 employees,2-Jan,$0-999,$0 (USD),1-2 years,Never,1-2 years
540,40-44,0-49 employees,2-Jan,"80,000-89,999",$1-$99,10-20 years,Never,1-2 years
502,45-49,"1000-9,999 employees",20+,"30,000-39,999",$1-$99,10-20 years,Never,< 1 years
706,18-21,,,,,< 1 years,Never,< 1 years
639,40-44,250-999 employees,0,"50,000-59,999",$0 (USD),5-10 years,Never,2-3 years
788,25-29,0-49 employees,0,"25,000-29,999",$100-$999,< 1 years,Never,1-2 years
627,25-29,"> 10,000 employees",9-May,"50,000-59,999",$1-$99,3-5 years,Never,< 1 years
483,22-24,0-49 employees,2-Jan,$0-999,$1-$99,< 1 years,Once,< 1 years
385,22-24,,,,,< 1 years,Never,< 1 years
439,18-21,,,,,5-10 years,2-5 times,3-4 years
862,18-21,,,,,1-2 years,Never,2-3 years
2129,35-39,250-999 employees,14-Oct,"1,000-1,999",$1-$99,1-2 years,Never,1-2 years
378,22-24,,,,,1-2 years,Never,1-2 years
320,25-29,0-49 employees,14-Oct,"25,000-29,999",$1-$99,I have never written code,,
54348,45-49,0-49 employees,4-Mar,"5,000-7,499","$1000-$9,999",20+ years,Never,1-2 years
905,18-21,,,,,< 1 years,Never,< 1 years
552,35-39,"1000-9,999 employees",20+,"80,000-89,999","$1000-$9,999",5-10 years,Never,4-5 years
766,25-29,0-49 employees,0,"15,000-19,999",$1-$99,< 1 years,Never,< 1 years
2114,25-29,50-249 employees,9-May,"25,000-29,999",$100-$999,3-5 years,2-5 times,1-2 years
162706,25-29,0-49 employees,20+,"90,000-99,999","$1000-$9,999",3-5 years,Never,4-5 years
542,30-34,"1000-9,999 employees",20+,"60,000-69,999",$1-$99,5-10 years,Never,5-10 years
54762,25-29,,,,,5-10 years,Never,1-2 years
487,40-44,"> 10,000 employees",20+,"70,000-79,999",$1-$99,20+ years,Never,< 1 years
598,18-21,,,,,< 1 years,Never,< 1 years
1359,35-39,0-49 employees,4-Mar,"4,000-4,999",$100-$999,< 1 years,Never,< 1 years
735,55-59,50-249 employees,0,"125,000-149,999",$100-$999,20+ years,Never,< 1 years
565,40-44,"> 10,000 employees",20+,"100,000-124,999","$1000-$9,999",3-5 years,Once,< 1 years
286,22-24,,,,,< 1 years,Once,< 1 years
570,25-29,,,,,< 1 years,Never,< 1 years
551,25-29,"1000-9,999 employees",20+,"100,000-124,999",$0 (USD),5-10 years,Never,5-10 years
572,35-39,"> 10,000 employees",20+,"25,000-29,999","$10,000-$99,999",3-5 years,Once,2-3 years
2760,40-44,250-999 employees,4-Mar,"15,000-19,999","$1000-$9,999",1-2 years,Never,5-10 years
167090,35-39,250-999 employees,9-May,$0-999,$0 (USD),1-2 years,Never,1-2 years
412,35-39,0-49 employees,2-Jan,"20,000-24,999",$0 (USD),3-5 years,Never,1-2 years
956,18-21,,,,,1-2 years,Never,1-2 years
772,18-21,,,,,1-2 years,Never,1-2 years
625,25-29,50-249 employees,14-Oct,$0-999,"$1000-$9,999",1-2 years,Never,1-2 years
88304,40-44,0-49 employees,4-Mar,"20,000-24,999","$10,000-$99,999",1-2 years,Never,1-2 years
501,22-24,250-999 employees,9-May,"80,000-89,999",$0 (USD),< 1 years,Never,1-2 years
759,30-34,,,,,1-2 years,Never,1-2 years
614,25-29,,,,,5-10 years,Never,3-4 years
385,18-21,,,,,< 1 years,Never,< 1 years
549,35-39,50-249 employees,14-Oct,"100,000-124,999","$10,000-$99,999",10-20 years,Never,10-15 years
7372,70+,250-999 employees,20+,"5,000-7,499",$1-$99,1-2 years,Never,2-3 years
493,18-21,,,,,1-2 years,Never,1-2 years
632,25-29,0-49 employees,2-Jan,"2,000-2,999",$0 (USD),1-2 years,Never,< 1 years
7988,45-49,50-249 employees,2-Jan,"60,000-69,999",$100-$999,< 1 years,Never,1-2 years
806,30-34,50-249 employees,2-Jan,"100,000-124,999",$100-$999,I have never written code,,
310,22-24,,,,,5-10 years,Never,4-5 years
374,18-21,,,,,< 1 years,Never,< 1 years
